Trial_ID,Trial_Name,SppComposition_Label,PlantingYear,Project_Name,EP,Trial_Type,Latitude,Longitude,Elevation,Slope,Aspect,BGCv12,BGC,SS_NoSpace,SMR,SNR,SiteSoilFactor1,SiteSoilFactor2,SiteSoilFactor3,SitePrep,PlantingDate,PlantingSeason,Comments_Site
1003640,,S-Yc38Hw31Fdc21Cw7Ba3-5-0.5-28/E-622(10),2006,RESULTS,,Operational,50.11168805,-125.9213301,,,,CWHmm1,CWHmm1,CWHmm1/05,,,,,,,2006-08-22,8,
78199,,S-Fdi31Lw29Sx24Pli16---18/H-1100(03),2006,RESULTS,,Operational,49.18205807,-118.7537077,,,,ICHmk1,ICHmk1,ICHmk1/04,,,,,,,2006-05-22,5,
99623,,S-Hw42Cw37Ba21-8-2.3-23/E-840(14),2006,RESULTS,,Operational,51.37826307,-125.6893701,,,,CWHds2,CWHds2,CWHws2/06,,,,,,,2006-05-06,5,
1080370,,S-Fdc54Hw26Bp10Yc9Cw1-5-0.4-28/E-782(14),2006,RESULTS,,Operational,50.03072437,-126.318048,,,,CWHvm2,CWHvm2,CWHvm2/01,,,,,,,2006-09-27,9,
1080138,,S-Hw40Ba40Yc10Pw10-10-3.0-28/E-900(17),2006,RESULTS,,Operational,50.1530158,-126.4275737,,,,CWHvm2,CWHvm2,CWHvm2/01,,,,,,,2006-09-17,9,
71798,,S-Hm41Ba37Yc13Bp9-4-0.4-12/E-813(09),2006,RESULTS,,Operational,49.94551973,-125.9656776,,,,MHmm1,MHmm1,MHmm1/01,,,,,,,2006-09-02,9,
1009125,,S-Pli57Fdi43-10-1.6-18/E-880(16),2006,RESULTS,,Operational,49.71837093,-120.5827388,,,,IDFdk2,IDFdk2,IDFdk2/01,,,,,,,2006-05-27,5,
1062820,,S-Pli89Bl8Lw3-8-2.2-21/E-1233(13),2006,RESULTS,,Operational,51.07879605,-120.3467009,,,,MSdm3,MSdm3,MSdm2/05,,,,,,,2006-06-21,6,
1056574,,S-Pli62Fdi19Bl12Lw7-10-2.6-19/E-1200(14),2006,RESULTS,,Operational,51.03027204,-120.3360686,,,,MSdm3,MSdm3,MSdm2/01,,,,,,,2006-06-07,6,
103552,,S-Pli49Fdi40Lw11-1-0.2-21/O-1309(06),2006,RESULTS,,Operational,50.98281459,-120.3621656,,,,MSdm3,MSdm3,MSdm2/01,,,,,,,2006-06-10,6,
1062490,,S-Pli71Bl16Fdi13-10-2.7-19/E-1360(14),2006,RESULTS,,Operational,51.06977916,-120.3337853,,,,MSdm3,MSdm3,MSdm2/01,,,,,,,2006-06-20,6,
69728,,S-Pli39Fdi23Bl17Sx11Py10-11-3.7-19/E-1336(14),2006,RESULTS,,Operational,50.93753083,-120.356094,,,,MSdm3,MSdm3,MSdm2/01,,,,,,,2006-05-31,5,
1080136,,S-Hw50Ba20Fdc10Yc10Cw10-10-3.5-28/E-900(16),2006,RESULTS,,Operational,50.24156726,-126.5585219,,,,CWHvm2,CWHvm2,CWHvm2/01,,,,,,,2006-09-17,9,
104177,,S-Pli69Fdi19Lw5Py5Sx2-11-3.4-20/E-1200(15),2006,RESULTS,,Operational,49.08700349,-118.53679,,,,ICHmk1,ICHmk1,ICHmk1/01,,,,,,,2006-05-09,5,
1075129,,S-Pli86Fdi14-8-2.0-19/E-833(14),2006,RESULTS,,Operational,50.35303968,-120.8300674,,,,IDFdk1,IDFdk1,IDFdk1/01,,,,,,,2006-04-27,4,
98818,,S-Hw80Ba20-10-4.3-24/E-800(14),2006,RESULTS,,Operational,50.08807287,-125.8734709,,,,CWHmm1,CWHmm1,CWHmm1/01,,,,,,,2006-09-01,9,
1063828,,S-Fdi100-9-2.7-21/O-1100(14),2006,RESULTS,,Operational,51.55954857,-119.6409084,,,,ESSFwc2,ESSFwc2,ICHmw3/04,,,,,,,2006-05-12,5,
53700,,S-Fdi60Pli27Sx13-8-0.8-18/E-840(15),2006,RESULTS,,Operational,51.23517695,-122.2381885,,,,IDFdk3,IDFdk3,IDFdk3/07,,,,,,,2006-05-13,5,
1063944,,S-Pli75Bl13Fdi12-10-3.0-19/E-1289(14),2006,RESULTS,,Operational,51.06565576,-120.3286813,,,,MSdm3,MSdm3,MSdm2/01,,,,,,,2006-06-20,6,
1048790,,S-Pli51Fdi32Bl11Sx5Lw1-11-2.7-19/E-1190(15),2006,RESULTS,,Operational,51.05336223,-120.2941818,,,,MSdm3,MSdm3,MSdm2/01,,,,,,,2006-06-21,6,
1051010,,S-Pli65Bl16Sx10Lw5Fdi4-12-2.7-19/E-1315(17),2006,RESULTS,,Operational,50.99977667,-120.3927536,,,,MSdm3,MSdm3,MSdm2/01,,,,,,,2006-06-15,6,
1049917,,S-Pli59Sx23Fdi12Lw6-14-2.6-22/E-760(18),2006,RESULTS,,Operational,50.90559651,-116.4617502,,,,IDFdk5,IDFdk5,IDFdm2/04,,,,,,,2006-05-07,5,
77697,,S-Sx45Fdi36Hw5Pw5Cw5Yc4-10-2.0-24/E-1080(16),2006,RESULTS,,Operational,50.26025525,-118.3892795,,,,ICHmw2,ICHmw2,ICHwk1/01,,,,,,,2006-05-06,5,
1063943,,S-Pli90Bl10-10-2.2-20/E-1280(14),2006,RESULTS,,Operational,51.06939047,-120.335486,,,,MSdm3,MSdm3,MSdm2/01,,,,,,,2006-06-20,6,
1049919,,S-Lw47Pli30Fdi23-1-0.2-18/E-1000(06),2006,RESULTS,,Operational,50.91156488,-116.4717853,,,,IDFdk5,IDFdk5,IDFdm2/04,,,,,,,2006-05-12,5,
1064982,,S-Sx70Pli15Lw12Bl3-1-0.3-15/E-1200(06),2006,RESULTS,,Operational,51.01812426,-116.8818796,,,,ESSFmm3,ESSFmm3,ESSFwm/01,,,,,,,2006-06-29,6,
116411,,S-Pli62Fdi19Sx7At5Py5Lw2-11-2.8-18/E-743(17),2006,RESULTS,,Operational,49.90390929,-120.7216435,,,,IDFdk1,IDFdk1,IDFdk1/01,,,,,,,2006-06-01,6,
114858,,S-Cw28Pli23Fdi21Sx20Lw6Ep2-8-2.4-16/E-1067(15),2006,RESULTS,,Operational,51.59792652,-120.2615329,,,,ICHmk2,ICHmk2,ICHmw3/01,,,,,,,2006-05-18,5,
1065327,,S-Lw42Pli35Fdi23-1-0.2-18/E-1000(06),2006,RESULTS,,Operational,50.89930067,-116.4218458,,,,IDFdk5,IDFdk5,IDFdm2/01,,,,,,,2006-05-05,5,
1050011,,S-Lw50Pli29Fdi21-11-3.4-21/E-1000(15),2006,RESULTS,,Operational,50.97704609,-116.619567,,,,IDFdk5,IDFdk5,IDFdm2/04,,,,,,,2006-05-06,5,
1065303,,S-Fdi31Lw31Pli22Sx16-1-0.2-20/E-967(06),2006,RESULTS,,Operational,50.92346976,-116.5043067,,,,IDFdk5,IDFdk5,IDFdm2/04,,,,,,,2006-05-06,5,
1054993,,S-Pli71Sx13Bl10Fdi6-9-3.3-24/E-1133(14),2006,RESULTS,,Operational,51.61816181,-120.2815432,,,,SBSmm,SBSmm,ICHmk2/05,,,,,,,2006-07-03,7,
68343,,S-Ba50Hw25Sx25-10-1.5-19/E-1000(11),2001,RESULTS,,Operational,55.24735537,-127.3480829,,,,ESSFwv,ESSFwv,ICHmc1a/03,,,,,,,2001-06-29,6,
64144,,S-Lw41Pli35Fdi9Cw5Hw5Py5-9-0.8-24/E-1333(05),1998,RESULTS,,Operational,50.18773491,-116.9789896,,,,ICHmw2,ICHmw2,,,,,,,,1998-05-16,5,
1958,,S-Pli56Fdi22Sx10Lw8Py4-10-3.1-21/E-1036(07),1998,RESULTS,,Operational,50.8203565,-119.6207002,,,,IDFmw2,IDFmw2,IDFmw2/01,,,,,,,1998-04-16,4,
-738210000,,S-Pli85Lw15-9-1.6-21/I-600(05),1996,RESULTS,,Operational,50.27871702,-120.9498097,,,,MSxk2,MSxk2,IDFdk1/03,,,,,,,1996-06-15,6,
61695,,S-Ba55Hw45-15-3.4-24/O-900(08),1998,RESULTS,,Operational,54.07428124,-128.2405227,,,,MHmm1,MHmm1,CWHvm2/01,,,,,,,1998-09-05,9,
-404530000,,S-Sx90Bl5Hw5-21-7.6-24/E-993(12),1998,RESULTS,,Operational,55.66562061,-128.3319391,,,,ICHmc1,ICHmc1,ICHmc2/06,,,,,,,1998-06-04,6,
43391,,S-Pli76Lw20Sx4-10-1.8-12/E-1000(07),1998,RESULTS,,Operational,49.22764285,-118.637567,,,,ESSFdc1,ESSFdc1,ESSFdc1/03,,,,,,,1998-05-01,5,
-367470000,,S-Cw65Hw20Fdc15-12-3.0-24/E-750(04),1996,RESULTS,,Operational,50.17320332,-127.3147207,,,,CWHvh1,CWHvh1,CWHb1/04,,,,,,,1996-03-11,3,
39659,,S-Hw48Cw32Ba12Fdc8-10-4.0-28/O-880(05),1996,RESULTS,,Operational,50.09581235,-125.8560837,,,,CWHmm1,CWHmm1,,,,,,,,1996-08-01,8,
48516,,S-Sx54Ba44Hw2-11-2.1-12/E-1156(07),1997,RESULTS,,Operational,54.98364825,-127.8444266,,,,ESSFwv,ESSFwv,ESSFwv/01,,,,,,,1997-08-01,8,
32437,,S-Hw64Cw24Ba8Fdc4-12-4.3-28/E-840(09),1997,RESULTS,,Operational,50.05720783,-125.7037895,,,,CWHmm1,CWHmm1,CWHmm1/07,,,,,,,1997-04-01,4,
83437,,S-Fdc60Ss28Pw10Bg2-9-3.3-32/E-850(11),2003,RESULTS,,Operational,49.6733098,-124.4564758,,,,CDFmm,CDFmm,CWHxm1/01,,,,,,,2003-04-01,4,
39464,,S-Ba57Hw28Yc10C5-8-2.1-28/E-840(03),1995,RESULTS,,Operational,50.02712754,-126.4724082,,,,MHmm1,MHmm1,CWHvm2/01,,,,,,,1995-11-01,11,
51754,,S-Pli100-11-3.4-21/A-1175(07),1998,RESULTS,,Operational,51.74518793,-120.6965523,,,,SBSdw1,SBSdw1,SBSdw1/01,,,,,,,1998-05-01,5,
63110,,S-Cw57Hw38Yc4Ba1-12-3.0-16/E-850(10),1999,RESULTS,,Operational,50.87325025,-126.92116,,,,CWHvh1,CWHvh1,CWHvh1/01,,,,,,,1999-03-01,3,
4999,,S-Cw50Py26Hw15Pl9-9-2.0-14/M-864(03),1996,RESULTS,,Operational,49.60446203,-121.8480129,,,,CWHds1,CWHds1,CWHds1/01,,,,,,,1996-04-01,4,
67758,,S-Fdc63Bg31Cw6-10-5.9-34/O-840(07),1998,RESULTS,,Operational,49.48348708,-121.4084654,,,,CWHds1,CWHds1,CWHds1/01,,,,,,,1998-06-01,6,
69352,,S-Pli65Lw31Fdi4-10-2.2-20/I-900(08),1999,RESULTS,,Operational,50.88529226,-116.4645315,,,,IDFdk5,IDFdk5,IDFdm2/01,,,,,,,1999-05-01,5,
10452,,S-Fdi63Pli37-13-2.7-20/I-1080(10),1996,RESULTS,,Operational,54.55326786,-124.4616596,,,,SBSdk,SBSdk,SBSdk/04,,,,,,,1996-06-01,6,
51937,,S-Cw60Fdc10Ep10Plc10Py10-13-5.4-20/O-800(08),1998,RESULTS,,Operational,49.60108818,-121.8304696,,,,CWHds1,CWHds1,CWHds1/01,,,,,,,1998-06-01,6,
49781,,S-Pli29Lw29Fdi29Sx13-11-3.5-21/E-1160(06),1997,RESULTS,,Operational,51.19032023,-120.022419,,,,MSdm3,MSdm3,IDFdk2/05,,,,,,,1997-05-01,5,
43331,,S-Hw45Fdc39Ba14Bn2-9-2.7-24/E-814(04),1996,RESULTS,,Operational,49.12930269,-124.6691639,,,,CWHmm2,CWHmm2,CWHb4/03,,,,,,,1996-09-01,9,
20918,,S-Pli90Sx5Lw5-11-2.8-21/E-1000(06),1996,RESULTS,,Operational,51.63361587,-119.611777,,,,ICHdw3,ICHdw3,SBSmm/01,,,,,,,1996-05-01,5,
20925,,S-Pli63Sx29Cw4Bl4-9-1.8-18/E-1000(06),1999,RESULTS,,Operational,51.63965369,-119.7312002,,,,SBSmm,SBSmm,SBSmm/06,,,,,,,1999-06-01,6,
38040,,S-Pli30Py26Hw17Lw17Fdi10-11-4.2-18/O-920(03),1994,RESULTS,,Operational,50.15649451,-117.9615339,,,,ICHmw2,ICHmw2,ICHmw2/01,,,,,,,1994-04-01,4,
52572,,S-Pli50Fdi45Sx5-17-5.1-21/E-840(16),1997,RESULTS,,Operational,50.79218389,-119.6439465,,,,IDFmw2,IDFmw2,IDFmw2/01,,,,,,,1997-05-01,5,
80979,,S-Fdi63Pli33At4-11-2.3-23/E-1000(10),2001,RESULTS,,Operational,51.65434373,-119.9628113,,,,IDFmw2,IDFmw2,IDFmw2/01,,,,,,,2001-05-07,5,
53995,,S-Pli75Sx16Bl9-9-3.2-18/E-1067(07),1998,RESULTS,,Operational,51.7335158,-120.4846446,,,,SBSmm,SBSmm,SBSmm/06,,,,,,,1998-05-01,5,
37450,,S-Sx56Pli39Bl5-11-1.8-15/H-1200(07),1996,RESULTS,,Operational,51.86529021,-120.3456273,,,,ESSFdc3,ESSFdc3,ESSFwc2/01,,,,,,,1996-06-01,6,
48148,,S-Pli91Fdi9-11-1.6-18/E-1000(07),1998,RESULTS,,Operational,49.46680831,-120.2655406,,,,IDFdk1,IDFdk1,IDFdk1/01,,,,,,,1998-05-01,5,
73659,,S-Ba46Cw46Fdc8-10-5.3-24/E-900(09),1999,RESULTS,,Operational,49.78529847,-123.7357115,,,,CWHdm,CWHdm,CWHvm1/04,,,,,,,1999-04-01,4,
24958,,S-Sx55Bl45-14-1.8-15/E-1000(16),1996,RESULTS,,Operational,51.63868184,-117.5715205,,,,ESSFwc2,ESSFwc2,ESSFwc2/01,,,,,,,1996-06-01,6,
89866,,S-Pli61Sx20Lw9Fdi6Cw3Bl1-10-4.5-18/I-1157(14),2002,RESULTS,,Operational,50.79884896,-119.8283461,,,,ICHmk2,ICHmk2,ICHmk2/01,,,,,,,2002-05-16,5,
74933,,S-Pw55Fdc32Plc8Cw5-9-3.7-24/E-800(10),2001,RESULTS,,Operational,49.61525066,-124.4030178,,,,CDFmm,CDFmm,CWHxm/03,,,,,,,2001-03-28,3,
5426,,S-Ba60Hm20Ss10Yc10-14-2.0-23/E-850(06),1996,RESULTS,,Operational,51.21731335,-125.2051408,,,,MHmm2,MHmm2,MHmm2/06,,,,,,,1996-06-01,6,
67956,,S-Sx46Pli38Fdi8Bl8-11-2.8-21/E-1200(10),2000,RESULTS,,Operational,51.7670698,-120.4897025,,,,SBSmm,SBSmm,SBSmm/01,,,,,,,2000-06-01,6,
73375,,S-Pli32Fdi31Sx26Bl8Lw3-11-3.0-24/E-1097(10),2000,RESULTS,,Operational,51.67652359,-120.3659142,,,,ICHmk2,ICHmk2,ICHmk2/05,,,,,,,2000-05-01,5,
55447,,S-Fdc78Plc22-8-2.9-16/E-800(05),2000,RESULTS,,Operational,50.31765797,-122.5832915,,,,CWHds1,CWHds1,,,,,,,,2000-06-01,6,
76497,,S-Pli85Sx10Fdi5-12-3.0-18/E-1100(11),2000,RESULTS,,Operational,52.39198663,-122.7645483,,,,SBPSdc,SBPSdc,SBPSmk/04,,,,,,,2000-05-15,5,
72820,,S-Fdi37Pli29Lw14Pw11Sx9-13-3.2-18/E-1200(12),2000,RESULTS,,Operational,50.82451288,-123.0595747,,,,IDFdc,IDFdc,IDFdk2/04,,,,,,,2000-06-01,6,
87933,,S-Hw50Ba29Cw21-12-4.0-24/E-900(12),2001,RESULTS,,Operational,49.9811208,-127.2146078,,,,CWHvh1,CWHvh1,CWHvh1/04,,,,,,,2001-03-01,3,
92822,,S-Pli84Sx7Lw5Fdi2Bl2-14-3.9-16/E-1143(13),2001,RESULTS,,Operational,50.92308905,-121.9636111,,,,IDFdk1,IDFdk1,MSxk/01,,,,,,,2001-06-01,6,
103995,,S-Pli97Lw3-8-1.7-18/E-1180(10),2003,RESULTS,,Operational,49.33263285,-120.4692551,,,,IDFdk2,IDFdk2,MSdm2/01,,,,,,,2003-06-05,6,
95500,,S-Pli86Fdi7Lw7-10-2.0-18/E-967(13),2003,RESULTS,,Operational,49.6121321,-120.4244956,,,,IDFdk2,IDFdk2,IDFdk2/01,,,,,,,2003-06-05,6,
85559,,S-Fdi60Pli37Sx3-13-3.3-21/E-1171(11),2001,RESULTS,,Operational,51.90188471,-121.1306257,,,,SBSdw1,SBSdw1,SBSdw1/01,,,,,,,2001-05-01,5,
-380750000,,S-Sx95Pli5-14-2.1-19/I-1056(07),2003,RESULTS,,Operational,54.92704066,-120.3424155,,,,BWBSwk1,BWBSwk1,BWBSmw1/04,,,,,,,2003-08-02,8,
22841,,S-Fdi72Pli25Sx3-21-5.2-21/E-1200(14),2001,RESULTS,,Operational,49.49053775,-120.5830186,,,,IDFdk2,IDFdk2,IDFdk2/05,,,,,,,2001-05-01,5,
94733,,S-Pli78Lw13Sx9-7-1.9-17/E-1040(09),2002,RESULTS,,Operational,49.34342819,-120.4054261,,,,MSxk1,MSxk1,MSdm1/04,,,,,,,2002-05-01,5,
83744,,S-Pli41Sx27Fdi20Lw12-13-3.0-15/E-950(12),2001,RESULTS,,Operational,50.98658232,-122.320832,,,,IDFdk1,IDFdk1,IDFdk1/04,,,,,,,2001-06-01,6,
93957,,S-Fdi56Pli44-10-1.8-14/A-1115(08),2002,RESULTS,,Operational,51.15169348,-121.1573346,,,,IDFdk3,IDFdk3,IDFdk3/01,,,,,,,2002-05-01,5,
92769,,S-Pli61Fdi16Sx13Lw10-12-2.8-19/E-971(14),2002,RESULTS,,Operational,50.93009335,-121.9707666,,,,MSxk3,MSxk3,IDFdk1/01,,,,,,,2002-06-01,6,
73396,,S-Bl44Sx34Fdi15Pli7-14-2.1-21/E-1160(12),2000,RESULTS,,Operational,51.67914872,-120.4048603,,,,ICHmk2,ICHmk2,ICHmk2/05,,,,,,,2000-06-30,6,
63177,,S-Pli78Fdi11Lw7Bl4-9-1.8-17/E-1200(09),2001,RESULTS,,Operational,50.78376725,-120.0075277,,,,MSdm3,MSdm3,MSdm2/04,,,,,,,2001-05-01,5,
69090,,S-Pli49Sx35Lw10Bl6-11-3.0-20/E-1200(12),2002,RESULTS,,Operational,49.36716251,-119.1874256,,,,ESSFdc2,ESSFdc2,MSdm1/05,,,,,,,2002-06-01,6,
5433,,S-Sxs48Ba40Fdc5Hm5Yc2-11-2.1-29/E-750(02),2002,RESULTS,,Operational,51.24677249,-125.2285312,,,,MHmm2,MHmm2,CWHms1/06,,,,,,,2002-09-01,9,
105847,,S-Sx90Pw4Pli3Bl3-10-2.2-21/E-1200(11),2003,RESULTS,,Operational,51.94450409,-120.6036999,,,,ICHdk,ICHdk,ICHdk/01,,,,,,,2003-05-01,5,
107340,,S-Pli53Fdi47-9-2.6-17/E-925(10),2003,RESULTS,,Operational,50.61067433,-119.7000643,,,,IDFdk2,IDFdk2,IDFdk2/01,,,,,,,2003-05-01,5,
107332,,S-Pli59Fdi29Sx6Bl6-9-3.0-17/E-933(10),2003,RESULTS,,Operational,50.57535474,-119.7699007,,,,MSdm3,MSdm3,MSdm2/01,,,,,,,2003-05-01,5,
61408,,S-Pli38Py23Fdi23Lw16-6-1.2-20/I-720(14),2003,RESULTS,,Operational,49.34581655,-120.4929746,,,,IDFdk2,IDFdk2,IDFdk2/01,,,,,,,2003-05-03,5,
104281,,S-Fdi61Pli39-50-11.0-14/H-771(11),2003,RESULTS,,Operational,50.92480974,-120.7851217,,,,IDFdk1,IDFdk1,IDFdk1/04,,,,,,,2003-04-01,4,
1057212,,S-Fdc67Cw21Ba12-12-3.7-24/E-767(17),2005,RESULTS,,Operational,49.50479028,-121.2126091,,,,MHmm2,MHmm2,CWHms1/01,,,,,,,2005-05-13,5,
76639,,S-Pli88Sx9Bl2Fdi1-10-3.4-16/E-1077(12),2003,RESULTS,,Operational,50.29612041,-120.9836823,,,,MSxk2,MSxk2,MSxk/01,,,,,,,2003-06-06,6,
107040,,S-Pli93Lw5Fdi2-12-2.4-17/E-927(14),2003,RESULTS,,Operational,49.61206908,-120.4221316,,,,IDFdk2,IDFdk2,MSdm2/04,,,,,,,2003-05-15,5,
110697,,S-Pli77Fdi14At7Lw2-11-2.5-18/E-981(14),2004,RESULTS,,Operational,49.83896281,-120.4764598,,,,IDFdk1,IDFdk1,IDFdk1/01,,,,,,,2004-04-30,4,
1062178,,S-Pli56Lw32Sx6Fdi4Cw2-6-2.1-21/E-956(12),2006,RESULTS,,Operational,49.11191428,-118.5430663,,,,ICHmk1,ICHmk1,ICHmk1/03,,,,,,,2006-05-16,5,
80193,,S-Lw63Fdi33Pli4-20-5.9-19/E-833(18),2006,RESULTS,,Operational,50.97625531,-116.5394839,,,,IDFdk5,IDFdk5,IDFdm2/01,,,,,,,2006-06-17,6,
1072220,,S-Pli40Sx20Fdi20Hw10Cw10-9-2.0-20/M-1150(15),2006,RESULTS,,Operational,52.55719246,-120.9354108,,,,ICHwk2,ICHwk2,ICHwk2/01,,,,,,,2006-06-25,6,
1007808,,S-Sx64Pli31Pw2Cw2Fdi1-1-0.2-17/E-1130(06),2006,RESULTS,,Operational,52.05630215,-120.7447131,,,,ICHmk3,ICHmk3,ICHdk/08,,,,,,,2006-07-10,7,
1007464,,S-Pli79Bl8Fdi8Sx5-9-2.2-22/E-1115(13),2006,RESULTS,,Operational,51.87889132,-120.9295983,,,,SBSdw1,SBSdw1,SBSdw1/01,,,,,,,2006-05-15,5,
117018,,S-Pli79Sx10Fdi8Bl3-8-2.8-21/E-1112(13),2006,RESULTS,,Operational,51.95213309,-120.9497795,,,,ICHdk,ICHdk,ICHdk/04,,,,,,,2006-07-10,7,
117944,,S-Sx93Fdi7-1-0.2-21/E-1120(06),2006,RESULTS,,Operational,51.8971614,-120.8015626,,,,ICHdk,ICHdk,ICHdk/01,,,,,,,2006-05-11,5,
117943,,S-Pli74Fdi15Sx11-9-2.5-24/E-1028(13),2006,RESULTS,,Operational,51.88875484,-120.855271,,,,ICHdk,ICHdk,ICHdk/01,,,,,,,2006-05-08,5,
1051871,,S-Fdi45Sx33Pli11Lw7Cw4-11-2.6-23/E-1160(14),2004,RESULTS,,Operational,53.0405261,-119.5612078,,,,SBSdh1,SBSdh1,ICHmm/01,,,,,,,2004-06-20,6,
103561,,S-Cw40Fdi37Hw9Pli9Sx5-15-5.7-15/E-1200(17),2005,RESULTS,,Operational,51.44320739,-119.432512,,,,ICHdw3,ICHdw3,ICHmw3/01,,,,,,,2005-06-03,6,
1059473,,S-Bl50Pli33Se17-12-2.3-15/E-1000(19),2006,RESULTS,,Operational,49.71721463,-118.033794,,,,ESSFwc4,ESSFwc4,ESSFwc4/02,,,,,,,2006-06-21,6,
1007480,,S-Pli76Sx17Fdi7-8-2.5-18/E-1059(13),2006,RESULTS,,Operational,51.91914441,-120.9336527,,,,ICHdk,ICHdk,ICHdk/03,,,,,,,2006-06-08,6,
121647,,S-Sx87Bl13-8-1.6-18/E-1074(18),2006,RESULTS,,Operational,50.85556323,-117.6782022,,,,ESSFwc4,ESSFwc4,ESSFwc4/01,,,,,,,2006-09-27,9,
1118970,,S-Pli67Bl15Sx9Fdi6Hw3-15-3.5-17/E-1200(17),2006,RESULTS,,Operational,50.87718385,-120.5451181,,,,IDFdk1,IDFdk1,MSdm2/01,,,,,,,2006-05-12,5,
1060578,,S-Hw49Ba18Yc17Cw9Hm4Fdc3-13-3.1-22/I-862(18),2006,RESULTS,,Operational,49.40486065,-125.2674211,,,,CWHmm1,CWHmm1,CWHmm2/01,,,,,,,2006-10-02,10,
87897,,S-Hw50Ba50-13-1.6-24/E-0(18),2006,RESULTS,,Operational,49.29516697,-125.3549457,,,,CWHmm1,CWHmm1,CWHmm2/01,,,,,,,2006-09-08,9,
116956,,S-Pli68Lw16Sx16-9-2.7-18/E-1120(16),2007,RESULTS,,Operational,50.6519973,-116.2634235,,,,IDFdk5,IDFdk5,MSdk/04,,,,,,,2007-05-22,5,
105810,,S-Fdc70Hw30-10-3.0-32/E-500(12),2007,RESULTS,,Operational,49.92236476,-126.0965624,,,,CWHvm1,CWHvm1,CWHvm1/01,,,,,,,2007-04-30,4,
1067124,,S-Hw46Cw34Fdc20-10-3.5-27/E-900(16),2007,RESULTS,,Operational,49.78276496,-126.4391317,,,,CWHvm1,CWHvm1,CWHvm1/01,,,,,,,2007-04-03,4,
1067187,,S-Py59Lw41-1-0.2-18/E-1200(07),2007,RESULTS,,Operational,49.2165204,-119.6593872,,,,IDFxh1,IDFxh1,IDFxh1/01,,,,,,,2007-04-30,4,
1062215,,S-Lw48Pli30Fdi15Sx7-12-5.3-22/E-1000(17),2006,RESULTS,,Operational,51.0298808,-116.6261093,,,,IDFdk5,IDFdk5,IDFdm2/04,,,,,,,2006-06-20,6,
1062106,,S-Fdi37Lw37Pli16Sx10-12-1.5-21/E-950(16),2007,RESULTS,,Operational,50.95492039,-116.5870639,,,,IDFdk5,IDFdk5,IDFdm2/04,,,,,,,2007-05-09,5,
1062194,,S-Lw50Pli31Fdi19-9-3.3-18/E-1000(15),2007,RESULTS,,Operational,50.97031274,-116.5677701,,,,IDFdk5,IDFdk5,IDFdm2/04,,,,,,,2007-05-14,5,
1061534,,S-Lw78Fdi14Pli8-13-4.6-19/E-1000(18),2007,RESULTS,,Operational,50.98331909,-116.6410556,,,,IDFdk5,IDFdk5,IDFdm2/01,,,,,,,2007-05-12,5,
1062196,,S-Lw69Fdi27Pli4-9-4.8-24/I-960(15),2007,RESULTS,,Operational,50.89383248,-116.4357382,,,,IDFdk5,IDFdk5,IDFdm2/01,,,,,,,2007-05-06,5,
1060512,,S-Pli77Fdi14At6Lw2Sx1-8-1.7-18/E-969(14),2007,RESULTS,,Operational,49.9140115,-120.4498196,,,,IDFdk1,IDFdk1,IDFdk1/01,,,,,,,2007-05-02,5,
1095850,,S-Fdc95Cw5-9-6.0-32/E-900(17),2007,RESULTS,,Operational,49.05688944,-124.7784523,,,,CWHvm1,CWHvm1,CWHxm1/01,,,,,,,2007-04-01,4,
1065835,,S-Lw40Pli20Fdi20Sx20-9-4.0-22/E-960(15),2007,RESULTS,,Operational,51.01591845,-116.5953995,,,,IDFdk5,IDFdk5,IDFdm2/04,,,,,,,2007-05-12,5,
1062332,,S-Pli49Fdi19Lw19Sx13-7-2.1-21/I-1000(15),2007,RESULTS,,Operational,50.96259286,-116.58171,,,,IDFdk5,IDFdk5,IDFdm2/04,,,,,,,2007-05-10,5,
1067165,,S-Lw72Fdi20Pli8-11-5.3-18/E-1000(18),2007,RESULTS,,Operational,50.6323678,-119.6382972,,,,IDFdk2,IDFdk2,IDFdk2/01,,,,,,,2007-04-26,4,
1073771,,S-Pli87Fdi9Lw3At1-8-2.2-18/E-1000(15),2007,RESULTS,,Operational,49.92750425,-120.4394607,,,,IDFdk1,IDFdk1,IDFdk1/01,,,,,,,2007-05-14,5,
97349,,S-Fdi47Pli20At16Lw10Ep7-11-2.6-23/E-1167(17),2007,RESULTS,,Operational,51.53212091,-120.21467,,,,IDFmw2,IDFmw2,IDFmw2/01,,,,,,,2007-04-30,4,
1092132,,S-Pli93Fdi6Lw1-7-1.5-18/E-1000(15),2007,RESULTS,,Operational,49.93585264,-120.4006274,,,,IDFdk1,IDFdk1,IDFdk1/01,,,,,,,2007-05-09,5,
1049924,,S-Lw56Fdi39Pli3Sx2-14-7.0-21/E-975(18),2007,RESULTS,,Operational,50.88019207,-116.4827464,,,,IDFdk5,IDFdk5,IDFdm2/04,,,,,,,2007-06-06,6,
1065857,,S-Pli73Fdi27-1-0.2-19/M-1200(07),2007,RESULTS,,Operational,51.58039281,-120.0109025,,,,ESSFdc3,ESSFdc3,MSdm2/01,,,,,,,2007-06-07,6,
1059656,,S-Yc33Ba25Hw16Hm15Bp11-4-0.4-15/E-840(11),2007,RESULTS,,Operational,49.68639393,-125.9786128,,,,MHmm1,MHmm1,MHmm1/01,,,,,,,2007-09-14,9,
